Order ID,Order Date,Segment,State,Region,Category,Sales,Quantity,Discount,Profit
CA-2018-1249,2018-05-17,Corporate,Massachusetts,East,Office Supplies,1013.01,9,0.7,-384.94
CA-2015-1250,2015-02-19,Home Office,North Carolina,South,Furniture,660.21,1,0,33.01
CA-2018-1251,2018-06-02,Consumer,Georgia,South,Furniture,438.27,10,0.3,-83.27
CA-2017-1252,2017-06-16,Corporate,Nevada,West,Office Supplies,2325.18,8,0.3,-139.51
CA-2016-1253,2016-12-24,Consumer,California,West,Technology,3319.96,7,0,730.39
CA-2017-1254,2017-02-24,Consumer,Virginia,East,Technology,1222.91,2,0.2,73.37
CA-2018-1255,2018-11-17,Corporate,New York,East,Office Supplies,491.35,2,0.1,49.13
CA-2018-1256,2018-02-10,Corporate,Virginia,East,Office Supplies,3982.4,8,0.2,79.65
CA-2017-1257,2017-03-25,Consumer,Pennsylvania,East,Office Supplies,238.32,2,0.2,4.77
CA-2017-1258,2017-05-28,Corporate,Florida,South,Technology,186.49,4,0.7,-63.41
CA-2016-1259,2016-09-06,Consumer,Texas,Central,Furniture,5022.8,10,0.2,-552.51
CA-2016-1260,2016-09-04,Consumer,Massachusetts,East,Office Supplies,694.2,4,0,124.96
CA-2017-1261,2017-02-26,Home Office,Indiana,Central,Technology,3081.5,6,0.2,184.89
CA-2017-1262,2017-12-05,Corporate,Georgia,South,Office Supplies,625.6,8,0,112.61
CA-2015-1263,2015-11-22,Home Office,Illinois,Central,Furniture,2153.97,7,0,107.7
CA-2016-1264,2016-06-24,Consumer,Tennessee,South,Technology,5508.37,10,0.3,-110.17
CA-2016-1265,2016-09-27,Consumer,Nevada,West,Technology,80.95,2,0.3,-1.62
CA-2017-1266,2017-02-27,Home Office,Indiana,Central,Office Supplies,1242.57,5,0.3,-74.55
CA-2018-1267,2018-06-28,Consumer,New York,East,Technology,298.74,1,0.2,17.92
CA-2016-1268,2016-01-25,Corporate,Illinois,Central,Office Supplies,432.74,3,0.2,8.65
CA-2016-1269,2016-04-08,Corporate,Massachusetts,East,Furniture,2491.55,5,0,124.58
CA-2018-1270,2018-02-20,Consumer,Texas,Central,Technology,4074.78,6,0,896.45
CA-2017-1271,2017-09-27,Corporate,Massachusetts,East,Furniture,848.57,6,0.3,-161.23
CA-2015-1272,2015-10-19,Corporate,Ohio,Central,Furniture,911.15,5,0.3,-173.12
CA-2015-1273,2015-08-02,Home Office,Wisconsin,Central,Office Supplies,2375.72,4,0,427.63
CA-2016-1274,2016-01-21,Home Office,Virginia,East,Technology,307.9,2,0.7,-104.69
CA-2018-1275,2018-09-25,Corporate,Georgia,South,Furniture,2049.23,7,0.3,-389.35
CA-2018-1276,2018-07-04,Corporate,Colorado,West,Office Supplies,1407.8,2,0.1,140.78
CA-2017-1277,2017-08-11,Consumer,Indiana,Central,Furniture,5860.44,9,0,293.02
CA-2015-1278,2015-09-13,Corporate,New York,East,Technology,1359.28,8,0,299.04
CA-2017-1279,2017-03-16,Corporate,Georgia,South,Furniture,836.21,3,0.2,-91.98
CA-2015-1280,2015-05-23,Corporate,New Jersey,East,Office Supplies,228.05,1,0,41.05
CA-2016-1281,2016-06-04,Corporate,Washington,West,Technology,626.5,7,0,137.83
CA-2017-1282,2017-11-26,Consumer,Virginia,East,Office Supplies,715.86,6,0.7,-272.03
CA-2017-1283,2017-09-25,Consumer,North Carolina,South,Furniture,4931.73,9,0,246.59
CA-2018-1284,2018-08-02,Home Office,Pennsylvania,East,Technology,1435.38,3,0,315.78
CA-2018-1285,2018-01-04,Consumer,California,West,Technology,2298.16,8,0,505.6
CA-2018-1286,2018-09-08,Corporate,Tennessee,South,Office Supplies,1089.06,5,0.7,-413.84
CA-2018-1287,2018-12-02,Home Office,Alabama,South,Office Supplies,230.19,2,0.7,-87.47
CA-2018-1288,2018-01-06,Consumer,Illinois,Central,Furniture,927.01,7,0.5,-324.45
CA-2015-1289,2015-06-10,Corporate,Massachusetts,East,Office Supplies,2405.48,5,0.2,48.11
CA-2017-1290,2017-11-25,Home Office,Georgia,South,Office Supplies,616.32,4,0.7,-234.2
CA-2017-1291,2017-07-04,Home Office,Tennessee,South,Furniture,98.43,4,0.2,-10.83
CA-2016-1292,2016-01-11,Consumer,Arizona,West,Technology,221.58,4,0.7,-75.34
CA-2016-1293,2016-03-04,Home Office,Colorado,West,Office Supplies,1642.62,5,0.3,-98.56
CA-2017-1294,2017-12-22,Consumer,Tennessee,South,Office Supplies,4117.1,9,0.2,82.34
CA-2015-1295,2015-03-25,Corporate,Washington,West,Furniture,2988.56,7,0.3,-567.83
CA-2017-1296,2017-02-15,Corporate,Massachusetts,East,Office Supplies,1758.66,6,0.5,-386.91
CA-2016-1297,2016-01-22,Consumer,Tennessee,South,Office Supplies,60.37,1,0,10.87
CA-2018-1298,2018-08-22,Corporate,Georgia,South,Furniture,3496.32,8,0.1,-104.89
CA-2018-1299,2018-04-03,Corporate,Alabama,South,Office Supplies,306.32,8,0.5,-67.39
CA-2015-1300,2015-10-27,Home Office,Indiana,Central,Office Supplies,739.82,2,0.2,14.8
CA-2017-1301,2017-10-13,Home Office,Virginia,East,Technology,1675.86,10,0.7,-569.79
CA-2018-1302,2018-02-25,Corporate,Massachusetts,East,Furniture,225.44,10,0.2,-24.8
CA-2018-1303,2018-10-12,Home Office,Wisconsin,Central,Technology,391.41,9,0,86.11
CA-2017-1304,2017-05-01,Corporate,Washington,West,Office Supplies,1879.86,10,0.7,-714.35
CA-2018-1305,2018-04-18,Consumer,Texas,Central,Furniture,1051.56,10,0.7,-536.3
CA-2017-1306,2017-08-02,Consumer,Michigan,Central,Office Supplies,1119.46,2,0,201.5
CA-2017-1307,2017-10-22,Corporate,Florida,South,Technology,1580.04,4,0,347.61
CA-2018-1308,2018-12-06,Home Office,Alabama,South,Technology,659.4,2,0,145.07
CA-2017-1309,2017-06-24,Consumer,Virginia,East,Office Supplies,111.76,1,0.7,-42.47
CA-2017-1310,2017-01-21,Home Office,Massachusetts,East,Office Supplies,717.36,6,0,129.12
CA-2017-1311,2017-04-10,Corporate,New York,East,Office Supplies,3619.5,10,0,651.51
CA-2017-1312,2017-07-17,Corporate,Washington,West,Furniture,605.21,2,0.1,-18.16
CA-2015-1313,2015-04-11,Consumer,Florida,South,Furniture,224.08,1,0,11.2
CA-2015-1314,2015-06-02,Corporate,Indiana,Central,Furniture,2445.84,8,0,122.29
CA-2015-1315,2015-01-23,Home Office,Tennessee,South,Furniture,669.89,6,0.7,-341.64
CA-2016-1316,2016-01-20,Home Office,California,West,Furniture,112.41,1,0.1,-3.37
CA-2018-1317,2018-02-05,Consumer,Virginia,East,Technology,1148.13,6,0.7,-390.36
CA-2015-1318,2015-12-09,Corporate,Georgia,South,Furniture,5162.22,9,0,258.11
CA-2017-1319,2017-05-28,Consumer,New York,East,Office Supplies,767.41,7,0,138.13
CA-2016-1320,2016-02-06,Corporate,Virginia,East,Furniture,44.9,1,0,2.25
CA-2016-1321,2016-01-21,Home Office,Nevada,West,Technology,5023.97,7,0,1105.27
CA-2017-1322,2017-01-16,Home Office,Wisconsin,Central,Office Supplies,2282.6,4,0,410.87
CA-2015-1323,2015-03-14,Consumer,Oregon,West,Technology,1063.69,7,0.5,-191.46
CA-2015-1324,2015-05-23,Corporate,New Jersey,East,Office Supplies,355.74,2,0,64.03
CA-2016-1325,2016-11-05,Home Office,Georgia,South,Technology,127.08,1,0.3,-2.54
CA-2017-1326,2017-02-02,Corporate,Colorado,West,Office Supplies,715.6,4,0,128.81
CA-2017-1327,2017-03-04,Home Office,Massachusetts,East,Furniture,1316.8,10,0.2,-144.85
CA-2016-1328,2016-02-01,Consumer,Pennsylvania,East,Office Supplies,1356.07,6,0.7,-515.31
CA-2015-1329,2015-10-28,Home Office,Massachusetts,East,Technology,2392.72,8,0.5,-430.69
CA-2016-1330,2016-02-21,Consumer,Texas,Central,Technology,4829.16,10,0.3,-96.58
CA-2017-1331,2017-05-02,Consumer,Nevada,West,Furniture,3594.15,9,0,179.71
CA-2015-1332,2015-02-28,Corporate,Ohio,Central,Furniture,153.8,3,0.5,-53.83
CA-2017-1333,2017-06-18,Home Office,California,West,Furniture,2516.14,7,0.2,-276.78
CA-2016-1334,2016-05-27,Home Office,Texas,Central,Technology,2776.8,10,0,610.9
CA-2015-1335,2015-11-04,Home Office,New Jersey,East,Furniture,767.6,5,0.2,-84.44
CA-2017-1336,2017-10-26,Corporate,California,West,Technology,395.96,2,0.7,-134.63
CA-2015-1337,2015-09-01,Consumer,Massachusetts,East,Technology,494.3,1,0.2,29.66
CA-2017-1338,2017-03-02,Corporate,New York,East,Office Supplies,461.74,2,0.5,-101.58
CA-2015-1339,2015-04-10,Home Office,Massachusetts,East,Furniture,3018.96,7,0,150.95
CA-2018-1340,2018-08-01,Corporate,North Carolina,South,Furniture,486.02,2,0.2,-53.46
CA-2015-1341,2015-02-04,Consumer,Virginia,East,Office Supplies,1889.22,6,0,340.06
CA-2015-1342,2015-12-21,Corporate,Georgia,South,Furniture,408.96,1,0,20.45
CA-2015-1343,2015-02-15,Home Office,Illinois,Central,Furniture,3934.4,8,0,196.72
CA-2017-1344,2017-10-28,Consumer,Tennessee,South,Furniture,257.54,3,0.3,-48.93
CA-2016-1345,2016-02-07,Corporate,Illinois,Central,Furniture,5769.7,10,0,288.49
CA-2015-1346,2015-11-18,Consumer,Colorado,West,Technology,847.87,3,0.2,50.87
CA-2018-1347,2018-02-07,Home Office,North Carolina,South,Furniture,654.74,4,0.5,-229.16
CA-2018-1348,2018-10-19,Home Office,Wisconsin,Central,Furniture,1790.39,7,0.5,-626.64
CA-2016-1349,2016-02-24,Corporate,Arizona,West,Office Supplies,1575.27,5,0.1,157.53
CA-2017-1350,2017-11-02,Corporate,Georgia,South,Furniture,2770.91,6,0.3,-526.47
CA-2017-1351,2017-06-09,Consumer,Arizona,West,Technology,176.44,4,0.1,24.7
CA-2017-1352,2017-01-16,Corporate,Pennsylvania,East,Technology,2157.03,10,0.7,-733.39
CA-2017-1353,2017-02-10,Consumer,Alabama,South,Office Supplies,1172.65,5,0,211.08
CA-2015-1354,2015-01-07,Home Office,New York,East,Technology,2260.03,6,0.2,135.6
CA-2016-1355,2016-09-21,Home Office,Texas,Central,Technology,2250.48,8,0,495.11
CA-2018-1356,2018-04-10,Corporate,Wisconsin,Central,Furniture,6158.88,10,0.1,-184.77
CA-2018-1357,2018-03-04,Corporate,Illinois,Central,Office Supplies,2013.36,7,0.3,-120.8
CA-2018-1358,2018-08-13,Corporate,California,West,Furniture,4462.01,7,0,223.1
CA-2018-1359,2018-01-08,Corporate,Colorado,West,Office Supplies,1014.48,3,0,182.61
CA-2017-1360,2017-09-05,Home Office,Alabama,South,Furniture,1044.02,7,0.5,-365.41
CA-2017-1361,2017-03-27,Corporate,Alabama,South,Furniture,3554.66,6,0.1,-106.64
CA-2017-1362,2017-10-14,Corporate,Ohio,Central,Office Supplies,558.46,1,0.1,55.85
CA-2015-1363,2015-04-04,Consumer,Washington,West,Technology,2825.32,8,0.5,-508.56
CA-2016-1364,2016-05-20,Home Office,Ohio,Central,Office Supplies,1152.91,2,0.2,23.06
CA-2016-1365,2016-09-11,Corporate,Indiana,Central,Furniture,1698.6,6,0,84.93
CA-2016-1366,2016-07-20,Home Office,Indiana,Central,Furniture,1729.4,10,0,86.47
CA-2018-1367,2018-10-01,Consumer,Arizona,West,Furniture,590.46,6,0,29.52
CA-2015-1368,2015-07-06,Corporate,Virginia,East,Technology,4422.48,6,0,972.95
CA-2016-1369,2016-12-26,Corporate,Wisconsin,Central,Furniture,538.66,7,0.2,-59.25
CA-2018-1370,2018-03-02,Home Office,Indiana,Central,Technology,1592.14,7,0.2,95.53
CA-2017-1371,2017-11-05,Corporate,Indiana,Central,Office Supplies,1361.1,10,0.5,-299.44
CA-2017-1372,2017-09-19,Home Office,New Jersey,East,Furniture,685.3,7,0,34.27
CA-2015-1373,2015-04-12,Corporate,Alabama,South,Office Supplies,1114.2,6,0.7,-423.4
CA-2016-1374,2016-07-24,Home Office,Illinois,Central,Furniture,2246.19,7,0.5,-786.17
CA-2015-1375,2015-08-08,Home Office,Alabama,South,Technology,47.63,1,0.2,2.86
CA-2018-1376,2018-12-17,Home Office,Ohio,Central,Technology,2094.05,5,0,460.69
CA-2018-1377,2018-02-25,Consumer,California,West,Furniture,3751.93,7,0,187.6
CA-2015-1378,2015-01-15,Consumer,Oregon,West,Furniture,1737.31,3,0.2,-191.1
CA-2016-1379,2016-05-03,Corporate,Colorado,West,Office Supplies,1465.59,3,0,263.81
CA-2017-1380,2017-05-22,Corporate,California,West,Furniture,1926.1,6,0.2,-211.87
CA-2017-1381,2017-07-15,Consumer,Tennessee,South,Technology,780.89,2,0.5,-140.56
CA-2017-1382,2017-06-08,Consumer,New Jersey,East,Technology,1503.85,5,0,330.85
CA-2015-1383,2015-02-16,Corporate,Massachusetts,East,Furniture,416.7,5,0,20.84
CA-2015-1384,2015-05-06,Consumer,Michigan,Central,Technology,1401.3,6,0,308.29
CA-2015-1385,2015-12-04,Corporate,Nevada,West,Technology,3604.23,9,0,792.93
CA-2017-1386,2017-09-13,Consumer,Wisconsin,Central,Furniture,706.79,6,0.7,-360.46
CA-2017-1387,2017-02-21,Consumer,Nevada,West,Office Supplies,430.92,8,0.5,-94.8
CA-2016-1388,2016-01-15,Home Office,Ohio,Central,Office Supplies,5976.9,10,0,1075.84
CA-2015-1389,2015-12-12,Home Office,Nevada,West,Office Supplies,2863.2,10,0,515.38
CA-2017-1390,2017-11-23,Corporate,Alabama,South,Office Supplies,4093.36,9,0.3,-245.6
CA-2015-1391,2015-04-05,Home Office,Oregon,West,Office Supplies,1119.55,8,0.2,22.39
CA-2016-1392,2016-05-15,Consumer,Indiana,Central,Office Supplies,671.98,2,0.5,-147.84
CA-2017-1393,2017-09-14,Consumer,North Carolina,South,Office Supplies,580.36,1,0,104.46
CA-2017-1394,2017-08-09,Home Office,Washington,West,Technology,3071.8,5,0,675.8
CA-2017-1395,2017-02-20,Consumer,Washington,West,Furniture,452.52,8,0.1,-13.58
CA-2018-1396,2018-03-28,Home Office,Pennsylvania,East,Furniture,5847.36,8,0,292.37
CA-2018-1397,2018-08-02,Home Office,Pennsylvania,East,Office Supplies,3326.8,10,0.5,-731.9
CA-2017-1398,2017-06-09,Corporate,Georgia,South,Furniture,117.34,8,0.7,-59.84
CA-2016-1399,2016-10-25,Home Office,Colorado,West,Furniture,1335.8,6,0.7,-681.26
CA-2018-1400,2018-01-25,Consumer,New Jersey,East,Furniture,220.7,2,0,11.04
CA-2018-1401,2018-02-19,Home Office,Oregon,West,Technology,4365.38,8,0.2,261.92
CA-2015-1402,2015-10-27,Home Office,Georgia,South,Office Supplies,319.82,2,0.3,-19.19
CA-2017-1403,2017-05-03,Home Office,Illinois,Central,Furniture,159.64,4,0,7.98
CA-2018-1404,2018-04-03,Home Office,Georgia,South,Technology,2432.74,6,0.2,145.96
CA-2016-1405,2016-08-02,Consumer,Nevada,West,Furniture,1908.28,8,0.5,-667.9
CA-2015-1406,2015-03-23,Corporate,Nevada,West,Furniture,759.64,5,0.3,-144.33
CA-2018-1407,2018-04-27,Corporate,Virginia,East,Furniture,654.7,10,0,32.74
CA-2017-1408,2017-05-17,Consumer,New Jersey,East,Office Supplies,2362.01,5,0.3,-141.72
CA-2016-1409,2016-12-21,Consumer,Alabama,South,Technology,525.83,1,0,115.68
CA-2015-1410,2015-06-09,Consumer,Massachusetts,East,Furniture,2969.86,6,0.3,-564.27
CA-2015-1411,2015-02-23,Corporate,Illinois,Central,Furniture,1289.1,6,0,64.45
CA-2017-1412,2017-05-11,Consumer,Arizona,West,Office Supplies,929.35,5,0,167.28
CA-2016-1413,2016-11-24,Consumer,Wisconsin,Central,Office Supplies,3077.16,4,0,553.89
CA-2015-1414,2015-02-06,Home Office,Pennsylvania,East,Technology,2190.83,8,0.3,-43.82
CA-2018-1415,2018-11-07,Consumer,Pennsylvania,East,Furniture,2189.79,9,0,109.49
CA-2016-1416,2016-06-19,Corporate,Wisconsin,Central,Furniture,872.58,6,0,43.63
CA-2017-1417,2017-06-09,Corporate,Wisconsin,Central,Furniture,1821.6,5,0,91.08
CA-2017-1418,2017-02-14,Home Office,Pennsylvania,East,Furniture,4744.1,10,0,237.21
CA-2018-1419,2018-07-12,Consumer,Wisconsin,Central,Office Supplies,3001.0,4,0,540.18
CA-2015-1420,2015-08-27,Corporate,Massachusetts,East,Technology,203.95,7,0.5,-36.71
CA-2018-1421,2018-01-14,Consumer,Michigan,Central,Technology,801.82,2,0.2,48.11
CA-2016-1422,2016-06-08,Consumer,Ohio,Central,Office Supplies,232.23,9,0.7,-88.25
CA-2017-1423,2017-01-21,Consumer,Tennessee,South,Furniture,2817.6,6,0,140.88
CA-2015-1424,2015-05-12,Consumer,California,West,Office Supplies,739.96,4,0,133.19
CA-2015-1425,2015-09-03,Corporate,Wisconsin,Central,Office Supplies,1821.42,10,0.7,-692.14
CA-2017-1426,2017-04-06,Corporate,Illinois,Central,Office Supplies,56.2,4,0.5,-12.36
CA-2018-1427,2018-01-11,Corporate,Michigan,Central,Technology,1768.54,7,0.1,247.6
CA-2015-1428,2015-05-04,Corporate,Washington,West,Furniture,713.66,1,0.1,-21.41
CA-2016-1429,2016-11-05,Consumer,Massachusetts,East,Furniture,22.58,1,0.7,-11.52
CA-2017-1430,2017-09-25,Consumer,Virginia,East,Office Supplies,2972.12,9,0.5,-653.87
CA-2015-1431,2015-08-28,Corporate,Florida,South,Furniture,2822.68,4,0,141.13
CA-2016-1432,2016-09-12,Consumer,Wisconsin,Central,Office Supplies,616.14,7,0.7,-234.13
CA-2017-1433,2017-05-17,Corporate,Tennessee,South,Office Supplies,2607.77,8,0.1,260.78
CA-2017-1434,2017-11-24,Consumer,Washington,West,Technology,1673.39,4,0.1,234.27
CA-2017-1435,2017-04-07,Consumer,North Carolina,South,Furniture,969.48,5,0.2,-106.64
CA-2017-1436,2017-02-27,Home Office,Illinois,Central,Furniture,169.02,1,0.2,-18.59
CA-2015-1437,2015-01-03,Corporate,Virginia,East,Office Supplies,28.21,3,0.7,-10.72
CA-2015-1438,2015-12-10,Corporate,Pennsylvania,East,Technology,154.51,8,0.1,21.63
CA-2015-1439,2015-06-12,Home Office,Colorado,West,Office Supplies,2533.9,9,0.2,50.68
CA-2018-1440,2018-05-02,Home Office,Georgia,South,Furniture,1566.78,6,0,78.34
CA-2018-1441,2018-12-04,Consumer,Florida,South,Technology,1149.75,6,0.7,-390.91
CA-2016-1442,2016-02-02,Home Office,North Carolina,South,Furniture,5431.79,7,0,271.59
CA-2015-1443,2015-01-17,Home Office,New Jersey,East,Furniture,3258.57,6,0.3,-619.13
CA-2016-1444,2016-11-27,Home Office,Pennsylvania,East,Technology,1797.77,3,0.2,107.87
CA-2016-1445,2016-06-17,Home Office,Texas,Central,Office Supplies,1195.53,5,0.3,-71.73
CA-2018-1446,2018-07-21,Corporate,Pennsylvania,East,Furniture,1083.94,7,0.2,-119.23
CA-2015-1447,2015-10-01,Consumer,Michigan,Central,Technology,714.0,10,0,157.08
CA-2016-1448,2016-10-23,Consumer,Tennessee,South,Technology,266.33,8,0.7,-90.55
CA-2016-1449,2016-06-09,Consumer,Michigan,Central,Technology,4133.87,7,0.1,578.74
CA-2016-1450,2016-04-15,Home Office,Ohio,Central,Office Supplies,22.11,3,0.7,-8.4
CA-2016-1451,2016-06-18,Home Office,Illinois,Central,Office Supplies,397.85,7,0.1,39.78
CA-2018-1452,2018-05-22,Consumer,Michigan,Central,Furniture,865.4,4,0,43.27
CA-2016-1453,2016-10-18,Consumer,Wisconsin,Central,Office Supplies,3345.05,9,0.2,66.9
CA-2016-1454,2016-11-28,Consumer,Georgia,South,Technology,751.19,9,0.5,-135.21
CA-2015-1455,2015-11-05,Consumer,New Jersey,East,Furniture,2332.29,3,0,116.61
CA-2015-1456,2015-12-10,Home Office,Florida,South,Technology,1064.66,6,0.3,-21.29
CA-2018-1457,2018-04-19,Consumer,Washington,West,Furniture,2141.22,8,0.3,-406.83
CA-2015-1458,2015-11-15,Home Office,Virginia,East,Technology,1546.52,2,0,340.23
CA-2017-1459,2017-11-28,Home Office,Michigan,Central,Furniture,2665.47,7,0.1,-79.96
CA-2016-1460,2016-06-05,Consumer,Wisconsin,Central,Furniture,153.41,7,0.7,-78.24
CA-2016-1461,2016-08-10,Corporate,Colorado,West,Office Supplies,3139.11,9,0,565.04
CA-2015-1462,2015-04-10,Corporate,Illinois,Central,Technology,541.23,9,0.3,-10.82
CA-2017-1463,2017-10-28,Consumer,Georgia,South,Furniture,379.5,2,0,18.98
CA-2015-1464,2015-09-22,Corporate,New Jersey,East,Furniture,3901.21,7,0.1,-117.04
CA-2017-1465,2017-06-27,Corporate,Ohio,Central,Technology,205.76,4,0.7,-69.96
CA-2017-1466,2017-12-03,Consumer,Georgia,South,Office Supplies,2389.5,9,0,430.11
CA-2015-1467,2015-11-15,Corporate,New Jersey,East,Furniture,2115.68,4,0.2,-232.72
CA-2018-1468,2018-09-06,Corporate,Pennsylvania,East,Technology,375.56,5,0.2,22.53
CA-2018-1469,2018-04-16,Corporate,Massachusetts,East,Office Supplies,225.54,5,0.1,22.55
CA-2017-1470,2017-01-23,Home Office,California,West,Office Supplies,613.9,3,0.2,12.28
CA-2017-1471,2017-02-11,Corporate,Florida,South,Technology,104.29,2,0.7,-35.46
CA-2015-1472,2015-12-15,Consumer,Texas,Central,Furniture,3248.38,8,0.2,-357.32
CA-2015-1473,2015-05-09,Home Office,Wisconsin,Central,Office Supplies,6396.1,10,0,1151.3
CA-2017-1474,2017-02-14,Consumer,Michigan,Central,Technology,400.02,6,0.5,-72.0
CA-2018-1475,2018-05-18,Home Office,Virginia,East,Technology,555.89,1,0.1,77.82
CA-2017-1476,2017-08-22,Home Office,Massachusetts,East,Technology,4363.63,8,0.3,-87.27
CA-2017-1477,2017-06-21,Corporate,Massachusetts,East,Furniture,1061.1,5,0,53.05
CA-2017-1478,2017-03-25,Corporate,Ohio,Central,Furniture,234.26,7,0.5,-81.99
CA-2017-1479,2017-08-06,Corporate,North Carolina,South,Technology,175.9,2,0.7,-59.81
CA-2016-1480,2016-03-27,Home Office,North Carolina,South,Office Supplies,6750.09,10,0.1,675.01
CA-2017-1481,2017-01-17,Home Office,North Carolina,South,Technology,966.42,2,0.1,135.3
CA-2017-1482,2017-06-08,Consumer,Georgia,South,Office Supplies,3057.99,9,0.1,305.8
CA-2016-1483,2016-03-05,Consumer,Pennsylvania,East,Office Supplies,1672.98,6,0,301.14
CA-2018-1484,2018-06-23,Corporate,Tennessee,South,Technology,2596.51,10,0.3,-51.93
CA-2018-1485,2018-12-15,Corporate,Wisconsin,Central,Office Supplies,308.47,3,0.3,-18.51
CA-2015-1486,2015-02-05,Home Office,Nevada,West,Furniture,1412.34,9,0.7,-720.29
CA-2017-1487,2017-02-15,Consumer,Arizona,West,Office Supplies,1526.94,10,0.1,152.69
CA-2017-1488,2017-11-25,Home Office,Tennessee,South,Office Supplies,756.53,5,0.5,-166.44
CA-2018-1489,2018-10-24,Consumer,Arizona,West,Furniture,308.83,6,0.7,-157.5
CA-2016-1490,2016-08-20,Home Office,Colorado,West,Technology,926.06,2,0,203.73
CA-2016-1491,2016-01-12,Consumer,Massachusetts,East,Technology,381.6,4,0,83.95
CA-2015-1492,2015-01-02,Corporate,Arizona,West,Office Supplies,1072.54,7,0.5,-235.96
CA-2017-1493,2017-02-27,Consumer,Georgia,South,Office Supplies,1885.6,4,0.3,-113.14
CA-2016-1494,2016-03-11,Consumer,Florida,South,Furniture,162.52,4,0,8.13
CA-2015-1495,2015-08-18,Home Office,Nevada,West,Office Supplies,128.76,5,0.2,2.58
CA-2018-1496,2018-03-07,Consumer,Alabama,South,Technology,1474.93,3,0.3,-29.5
CA-2015-1497,2015-02-07,Consumer,Georgia,South,Technology,136.49,2,0.5,-24.57
CA-2017-1498,2017-05-24,Corporate,Oregon,West,Office Supplies,1346.68,8,0.5,-296.27
